,Date,Open,High,Low,Close,Volume
0,2023-01-01,150.06130096245724,156.7900685738284,109.45036838504191,75.78696001090887,44878921
1,2023-01-02,97.0687345406108,64.97841865286624,60.07704311889922,76.09077353391207,23037948
2,2023-01-03,198.74058952303415,151.220941874595,122.74039428414642,73.89452062414492,44045084
3,2023-01-04,147.39727333988515,63.96676097327013,178.81418941056475,73.75071029176331,32847855
4,2023-01-05,72.56585910467467,124.17317092867857,137.7760181688689,74.55339535706261,35228549
5,2023-01-06,166.89251511152233,209.9870623123368,97.66596468143952,72.54778098435115,4394078
6,2023-01-07,64.99042443424744,108.47169665098433,68.91812321945226,75.25522331687932,10022702
7,2023-01-08,133.73978879812165,207.14661664312925,169.88922404338678,79.4558138690012,28753908
8,2023-01-09,68.17381398182432,56.609461843194765,108.76533764135019,82.65121886062859,7948445
9,2023-01-10,79.73632867034405,152.23396579245167,188.07544076750725,84.05748075571294,43396083
10,2023-01-11,130.28233646913975,120.949402355672,50.79786032231467,86.70779149653897,11438736
11,2023-01-12,142.5796740685487,142.39147831770578,57.7419196917826,88.0723624792083,36618958
12,2023-01-13,144.77936427368581,185.1650128254673,48.402467412816385,87.84792341224055,14227490
13,2023-01-14,128.88971439543272,98.96102241110681,121.88636560392095,85.57132354863549,6813687
14,2023-01-15,151.1530069180517,76.88125260940284,86.03837343758603,84.45644944701795,18592632
15,2023-01-16,122.31051537008355,101.87170370953636,138.16173502667147,82.20708473691906,43613593
16,2023-01-17,127.26863753612135,115.83111677865256,66.71954369622944,78.69371016493649,2673670
17,2023-01-18,123.73300435074769,86.82704573974746,160.40738325672953,80.28974740695936,16777503
18,2023-01-19,180.09421627902424,82.51193927589382,92.5564268827882,80.36564780218175,24052631
19,2023-01-20,149.8052912311768,115.95007331333133,166.2165401808608,78.88926883864717,38842189
20,2023-01-21,153.79455859301035,206.0326274232111,64.94362766046366,78.06285366643519,33694649
21,2023-01-22,199.43940494528476,208.6834083548521,140.92394615284124,78.10482199749174,33943070
22,2023-01-23,153.57433852093212,180.63555225724934,107.04891200655928,79.03610102068187,15304384
23,2023-01-24,126.22427574838855,55.21312895003821,153.03822076688238,80.37344129148748,27452531
24,2023-01-25,130.8479758572776,208.16458000416753,48.84931897073764,79.04850692856337,1314885
25,2023-01-26,170.97785075282957,202.04052526606773,90.21099560303432,79.56952492364432,36863613
26,2023-01-27,104.32088757255764,125.80763738346165,120.15959774933592,82.19182439178844,11680648
27,2023-01-28,97.85801491233529,153.08003255688044,112.9784197613124,82.52088031859927,30536380
28,2023-01-29,100.22667304265812,154.93649405506525,60.728311400451986,82.77389707565408,15971502
29,2023-01-30,163.28780629061157,201.45067906659503,109.67851059503022,83.53266384277116,28525632
30,2023-01-31,199.16263613552616,185.87668919187735,122.18807387520798,83.14708962642977,48542208
31,2023-02-01,181.52246074995602,56.89843844129126,179.54961618196236,81.28898997378904,33030713
32,2023-02-02,139.01921292976897,209.97563570446084,64.74100744860574,79.83997773924447,11534935
33,2023-02-03,117.82538529613635,93.37668393277062,95.03577602549402,82.75993248917335,49312170
34,2023-02-04,172.70320952439334,197.17892423519817,90.29642254339731,82.08952067952234,9109224
35,2023-02-05,126.67498010229927,64.30164708159857,182.7266845884341,82.8257073614263,23048401
36,2023-02-06,57.1358663295002,206.1396549368739,63.84151391308356,84.36011688083897,45721278
37,2023-02-07,118.90837455607534,63.819639523846746,69.61622099351452,82.14166228622639,16851265
38,2023-02-08,181.41565337535764,72.58905623409223,158.96716035511912,80.30918209880176,9367447
39,2023-02-09,126.43201973984432,169.4697948616233,119.36312918642517,81.56976191737569,2179883
40,2023-02-10,194.74070611297353,105.34338441516212,95.33990763365424,83.05670826663838,14589619
41,2023-02-11,68.60380005336239,206.8639902342421,168.27252196542608,85.39790099913587,26668700
42,2023-02-12,120.32951194363248,89.86361745347423,75.57577158142463,84.66605626738566,42721890
43,2023-02-13,72.70071025723921,184.01344306684462,114.12582934116352,82.30956809142302,3054586
44,2023-02-14,111.83014522255957,114.17959635752825,55.30240754226711,79.91839103810145,4489112
45,2023-02-15,63.60670743287557,161.3290407891053,80.56691076925262,78.92760294049513,7623176
46,2023-02-16,191.14736836547516,196.31460038073268,126.48397030591656,78.70451687851003,25772863
47,2023-02-17,135.31776854840916,135.425664508814,170.89127164933328,82.69596297610568,40913867
48,2023-02-18,179.76656242082058,94.22064661621505,65.75538958979416,84.35358980311383,16023732
49,2023-02-19,74.92285243208231,196.77544801456554,89.57013921519746,84.12526508903242,7187278
50,2023-02-20,149.30435324583567,106.20446793050608,187.48284912341674,85.85309101913818,29859826
51,2023-02-21,127.4555101846229,135.65441743982635,149.79091262966494,90.06912943881724,3580847
52,2023-02-22,128.16174221074846,153.5975079227361,81.5115284129182,92.56647335839315,11812389
53,2023-02-23,97.6552590463548,150.79081865373894,128.57748078316263,91.1781043624699,37729841
54,2023-02-24,118.30335755688233,137.93242721008457,85.65232454659345,93.9686863712923,2650183
55,2023-02-25,134.58917770652602,103.02117287504579,89.61983230379145,91.22343704506474,41250105
56,2023-02-26,55.82047295307178,72.43045321474015,168.480633476062,88.35177001568672,19760572
57,2023-02-27,149.86003626354608,147.80722941751242,169.44633411413184,88.45510072554494,5467344
58,2023-02-28,54.92134064002094,193.61652578048736,81.88599078388988,85.82784803648009,21152668
59,2023-03-01,175.9303743294525,191.34088048713136,53.97347467363743,84.6070778831918,33389005
60,2023-03-02,173.69731538218673,178.9170969135413,155.8076045764126,86.18125517571823,17042047
61,2023-03-03,191.96635350905248,76.6794712841332,94.39155239136687,87.38581503913458,13453498
62,2023-03-04,72.14522428453478,203.15397562194005,151.1141940445769,89.32744473554611,20649123
63,2023-03-05,180.22064218307324,112.60916389207868,178.87608389927416,89.7819655580477,26589917
64,2023-03-06,183.448671773823,124.15278718438356,91.3702015171708,88.56199806882942,35784415
65,2023-03-07,61.84564861988024,68.5301018057376,113.01359231340489,87.29201480308517,23762808
66,2023-03-08,68.8070373718644,107.86963994035611,130.11812547976245,82.73664159873918,47318341
67,2023-03-09,199.59198636344684,161.50298197592406,189.66215538696608,83.13659967142091,42071456
68,2023-03-10,146.06561886691986,188.83596490047225,71.08873418501102,80.9330481700147,46330278
69,2023-03-11,185.99830590670805,139.99199810092213,94.31964256295205,81.22867427065366,47863735
70,2023-03-12,191.29544901674308,74.21566466793972,161.9374804929147,81.1199011060443,12037876
71,2023-03-13,173.24399949722186,168.04178067060377,96.25505752937144,80.79032586438593,45096304
72,2023-03-14,127.78571364892507,133.88103366603053,127.65028613340871,79.60989214679064,48555953
73,2023-03-15,167.06546945690616,85.8059111043689,53.65378406124748,79.91916338354517,31480856
74,2023-03-16,159.05639916563126,107.6470210222822,182.1517887233812,78.38164576707024,19101838
75,2023-03-17,177.82292156241627,76.00745280128925,156.50496379777036,76.45455006362268,1075112
76,2023-03-18,150.39023313654297,130.1507406081527,162.25315152282457,73.90272429207751,33417424
77,2023-03-19,153.6024988358301,101.77087386444913,61.50237734962327,75.150186204792,39870674
78,2023-03-20,64.48881808249602,154.61728695416002,69.96058658073287,75.75264718455216,2821108
79,2023-03-21,65.28574896873936,81.36917646749177,74.97023767116664,76.59383238131868,44238364
80,2023-03-22,99.35402513383684,173.50752504010651,47.37740811681488,78.65991361897332,39523696
81,2023-03-23,138.16084352132464,127.43696098556225,186.14847956859134,81.96335363284628,42874284
82,2023-03-24,191.0060362388511,139.08249644497823,100.32692621450997,81.3156388270662,13829811
83,2023-03-25,115.26144704275627,141.25371169404687,100.45493382232141,81.03469865152329,17171483
84,2023-03-26,133.77159649444116,58.57150012574822,83.53482332319757,83.02963459681602,8909033
85,2023-03-27,101.90281161676012,198.18285597012527,45.195763661676686,81.7834285785343,42608132
86,2023-03-28,120.73711276946179,60.3653779170896,94.59788488611284,81.29237329482784,9000020
87,2023-03-29,129.20390086276876,59.86262713823291,156.27292296826056,80.05427535063325,21244589
88,2023-03-30,131.5710375634251,80.03062429792213,182.93533487492752,79.51437545990012,25969373
89,2023-03-31,69.01931655387816,160.49643911487766,45.22725703914839,79.35748806149637,2397353
90,2023-04-01,134.6907994850029,178.86384103731987,114.15487674129982,76.41800015997818,45759919
91,2023-04-02,181.09482894304426,186.48052696354407,123.5039090712015,76.25605792748152,22755917
92,2023-04-03,126.87663696869225,105.87935509303458,114.70415099030423,77.59356384917099,2442600
93,2023-04-04,127.15059012690001,170.41395829544547,164.94521039222195,81.0026511894591,21052302
94,2023-04-05,143.33417834155279,96.46083169465584,145.28519209752022,79.48402327954828,1089800
95,2023-04-06,81.13375285457894,159.56586638013272,129.5688994558165,78.9760312384398,43605722
96,2023-04-07,131.94566207213285,173.1085463861673,106.79564678851466,77.32369389356764,9938030
97,2023-04-08,188.69341622495023,198.14697400722443,97.2687043728547,75.89570818260792,20948700
98,2023-04-09,163.865185061554,169.21559359729474,72.96892800870361,76.73972603214483,7511439
99,2023-04-10,170.91338114917738,172.58511815613835,138.9211611459487,75.1657438272319,39400348
