,Date,Open,High,Low,Close,Volume
0,2023-01-01,124.67215749097224,156.2937432942451,80.34772018218166,128.3572225449516,2272821
1,2023-01-02,127.6246029362594,183.19212591110465,120.6945438972917,126.94415950211307,3607228
2,2023-01-03,163.14565536980507,96.68439288414723,158.5025260748185,128.88097104052966,16683694
3,2023-01-04,177.52282317855978,143.54480842008923,83.9142254061604,130.2769663824992,21950145
4,2023-01-05,74.22392843054385,147.5589255674159,186.01860309226487,130.15350124399615,10176545
5,2023-01-06,79.6042322187483,100.87987407471459,66.92018710812694,129.76738419580283,19218961
6,2023-01-07,173.28411643925722,160.4389345889063,50.031779606452204,129.52644038437475,47046195
7,2023-01-08,70.79699929291695,135.36410813882532,51.21519975481427,130.01787234336254,24500446
8,2023-01-09,77.51821613455155,126.78091203224989,158.17964192311354,132.77251890173125,40145232
9,2023-01-10,183.77046189118306,78.14014716315609,154.06082892654368,132.2272123018466,44587518
10,2023-01-11,125.17653143765712,177.15986864355114,187.00370357923714,131.87319786761844,40170943
11,2023-01-12,88.35506584549887,187.50826392473323,184.8330336349533,124.91437290976687,14683640
12,2023-01-13,84.92828041485566,196.60502867467036,93.02493568308967,125.91089736002672,3032289
13,2023-01-14,157.71676507897428,137.47992910225628,74.17004964237128,126.23809288670763,48085111
14,2023-01-15,103.08789221776948,200.58203863686876,135.06260339483504,126.94845220987409,17712246
15,2023-01-16,152.3588441597165,176.93476157892238,187.6064849030383,125.27416514590517,41232727
16,2023-01-17,156.97700268574147,134.46816596685778,70.22364003933038,128.155439647737,26256406
17,2023-01-18,198.07658343033307,185.62607034998382,125.75094657694332,127.10786826159043,12024855
18,2023-01-19,112.13268694572636,189.2298647997645,156.30954891297807,123.2104622603001,32847465
19,2023-01-20,55.175035096937805,95.24779967800683,132.37369968684487,120.65016950600757,21499584
20,2023-01-21,191.14787803359397,192.8682705366524,57.507619948844805,121.9071577699872,29587533
21,2023-01-22,191.0630109956661,153.30097427237806,122.61066651071222,122.59951561663968,7219700
22,2023-01-23,142.8673519425647,91.16097905227147,170.90632811348098,123.58032974214966,48808248
23,2023-01-24,186.5104524207053,112.17217681283222,55.090601965821804,128.3409194621273,42867761
24,2023-01-25,113.09219185770857,130.87458680288785,126.16841090942333,125.62061328298661,15833471
25,2023-01-26,165.60880787386608,92.10641949273491,58.46190313303358,127.37660169773332,34317103
26,2023-01-27,154.6090112379181,144.01594457057803,108.38612861049782,126.34503132090666,24804868
27,2023-01-28,192.2665604499349,143.52290687987175,177.95456581551068,126.73865931568345,26039999
28,2023-01-29,151.03205303709598,199.67255942438706,99.65892162908611,126.51939368665661,18778026
29,2023-01-30,74.28112105605948,140.81056024455356,45.59859681954876,127.4640330864684,35490523
30,2023-01-31,148.39781988923292,118.90073417530787,107.74301587579652,127.82123275614384,13668267
31,2023-02-01,163.07368959568055,70.5391463498869,134.5966792628742,133.39801368887092,25061066
32,2023-02-02,180.09928340088686,149.54253953806386,90.50561578648922,132.08899197866344,46007134
33,2023-02-03,107.37521415126974,158.6216710908718,94.27549971374472,130.72154458068024,34019551
34,2023-02-04,108.44760601586765,176.85136669984809,126.35849478633848,135.11035926000062,21901792
35,2023-02-05,113.46859411624797,71.28672329627656,97.17470102226548,133.96112282885537,49505314
36,2023-02-06,152.2897123919267,83.47259066607758,84.63855823777143,135.87714393205903,4168424
37,2023-02-07,115.45439027769801,84.10501391519935,115.37348593227475,133.94399822846333,19816040
38,2023-02-08,169.06167152972432,73.25138691271324,147.97115697059445,133.86707884517082,34405474
39,2023-02-09,137.68450136173425,144.18610549290753,64.58911562538032,134.63620576585174,43370683
40,2023-02-10,79.62975859196567,164.13192274974855,147.3199772460611,136.8747989219941,46687119
41,2023-02-11,91.08919654570434,60.203358861786384,123.46862845368771,135.37337538288702,8349109
42,2023-02-12,87.42298871147219,82.851401915717,69.24585158590706,132.71044671254765,27374289
