,Date,Open,High,Low,Close,Volume
0,2023-01-01,61.08191820793029,178.3919897325041,131.57588554554857,152.12562914401627,35826643
1,2023-01-02,109.15903831818153,72.79780025959832,140.49265701570695,152.90561229877335,44007121
2,2023-01-03,101.49644758217889,135.8580058942541,110.152011743565,154.10344715483103,18110583
3,2023-01-04,148.66719785525663,168.80908682590638,83.16633906083257,155.075162348045,10901784
4,2023-01-05,115.66821882038312,74.41450845260742,140.8449158103636,153.30471307858375,35976516
5,2023-01-06,144.89659890107168,58.26825454980489,98.52868755878848,158.93961982851496,21068256
6,2023-01-07,146.0560703375257,168.4738497633489,112.69728804128044,156.53160349860377,24678169
7,2023-01-08,116.84115830509398,82.52886497791943,155.24509630529332,154.17932738547626,43330884
8,2023-01-09,75.50586479146543,139.97041221033328,76.84151066944499,155.8515349262631,7380019
9,2023-01-10,111.36898670636685,121.07615399779414,61.83912996699879,157.88488762198608,9940741
10,2023-01-11,87.91815755576718,114.18576446371824,85.21516609445459,160.7741771191766,24808268
11,2023-01-12,100.03401311887683,81.55467722992985,176.7958685663613,162.94919536325838,17664737
12,2023-01-13,107.36633021218624,195.04087237686545,51.05905695991701,162.30767490816137,40144204
13,2023-01-14,94.91956218260077,91.80163359240596,113.19136804506456,163.32655083921517,27759269
14,2023-01-15,91.90060490370593,149.80803382457194,88.09064337455638,167.39773105254852,16401887
15,2023-01-16,139.48825480374896,189.01363543402937,63.73762939296971,168.06266688930862,40064810
16,2023-01-17,135.33400283981325,152.0162177686239,56.40991407107774,166.29868817416136,2841724
17,2023-01-18,174.6133614287925,106.27708306236994,47.24031111660183,168.91360578584968,48285831
18,2023-01-19,93.98219758266603,192.83771086340778,140.35905367911283,168.0814847359606,33664673
19,2023-01-20,169.21715820042346,154.76634305250926,133.28357756591504,168.92992645721822,20242001
20,2023-01-21,189.78372490143806,155.5663771255573,66.66828114969418,165.55703780344743,33123031
21,2023-01-22,156.9169270013772,126.97332124007283,143.8963966787839,161.98159136461544,25599933
22,2023-01-23,115.67790405493258,197.50403355268156,86.87669662924483,161.89151491487263,43765507
23,2023-01-24,94.6336251633779,74.70687624678399,175.5768335123615,160.8607703810216,7509132
24,2023-01-25,140.957658628738,153.55693321770536,59.94634615374892,158.61047322964242,28397564
25,2023-01-26,122.28149307359021,171.42499919071338,138.3903914548086,155.89634430777687,46469313
26,2023-01-27,145.908173107322,89.15662318206583,130.83195146002174,157.29795518518893,40698884
27,2023-01-28,138.60125241527084,64.52336141763784,171.54897177692044,157.98366062126425,31211009
28,2023-01-29,187.66981190212144,136.02028420190516,122.08468761108924,157.60370514369785,48587875
29,2023-01-30,189.93723942166767,72.24727309733991,187.59829939756278,155.25490568020936,34706708
30,2023-01-31,127.18264119740539,114.3685812125357,65.89318736158,153.7034952235565,21768637
31,2023-02-01,85.30074002279369,209.9072321082996,140.5310263615259,152.10843932710262,28093880
32,2023-02-02,193.05787184581274,159.92904026568988,53.33282350358025,149.44331534014725,8404930
33,2023-02-03,85.01242230295662,171.4811625034568,140.79684231699792,149.231579363807,11660252
34,2023-02-04,87.92613999963974,184.54975339320546,103.34054974418984,148.53093014285295,33418931
35,2023-02-05,113.19029450722095,133.91158336458483,145.27502791735657,145.05180342526364,19979551
36,2023-02-06,71.55466305405605,85.54036251113433,84.4185675016412,146.83987274883992,4678198
37,2023-02-07,123.62289971800347,109.30927347340477,50.956899726581284,143.88215979644048,9674502
38,2023-02-08,160.48662915860888,142.2267996446165,59.99883550394938,142.9491945617475,17304005
39,2023-02-09,95.6761427766226,73.77207961383832,170.73192060575212,142.51877897639156,14029207
40,2023-02-10,57.16160944922535,127.8248610454274,167.81437760187012,144.34099209380003,6378456
41,2023-02-11,62.75955978681767,143.41761597294118,103.79615317013504,142.66005065829972,8732512
42,2023-02-12,82.66179016408762,155.07116709351408,81.38350750007562,143.8163107718304,45769127
