timestamp,symbol,signal_type,signal_strength,confidence_score,target_horizon_days,bond_correlation,suggested_position_size,entry_price,reasoning
2024-01-07,TSM,WATCH,MODERATE,7.958515875958205,27,0.10503367543966013,0.10590034504562465,126.07198909007029,Sample signal for TSM on 2024-01-07
2024-01-07,AMD,WATCH,STRONG,7.789226887091738,6,0.4238199427895728,0.12578296157400204,57.67107296874019,Sample signal for AMD on 2024-01-07
2024-01-21,INTC,WATCH,MODERATE,4.444787819083364,27,-0.14816733741135601,0.11543579807300076,59.50223963723855,Sample signal for INTC on 2024-01-21
2024-02-11,INTC,NOW,STRONG,8.786873054167923,26,0.23150190505871593,0.05201137610618528,91.38203559652861,Sample signal for INTC on 2024-02-11
2024-02-11,NVDA,NOW,STRONG,7.271214311000927,17,-0.14948667668213533,0.062348803127056165,104.35393028592284,Sample signal for NVDA on 2024-02-11
2024-02-18,NVDA,WATCH,STRONG,8.647985906285381,29,0.7903166194574995,0.10317797713777704,155.75200778519215,Sample signal for NVDA on 2024-02-18
2024-02-25,TSM,WATCH,WEAK,5.170416861038184,42,0.14407954136116685,0.07227028922517993,99.07480588330915,Sample signal for TSM on 2024-02-25
2024-02-25,AMD,NOW,STRONG,4.799816095455279,39,0.3607066416300475,0.05114455913866276,122.53223367548308,Sample signal for AMD on 2024-02-25
2024-03-03,QCOM,SOON,WEAK,7.7270763590945295,8,0.19787332906324018,0.12901663143054945,190.93133978266857,Sample signal for QCOM on 2024-03-03
2024-03-03,INTC,SOON,STRONG,8.783005513945332,5,0.557193225936848,0.1432215160865099,52.14059885800128,Sample signal for INTC on 2024-03-03
2024-03-10,QCOM,WATCH,MODERATE,4.818787832393424,17,-0.6837761843921131,0.10716646552351079,54.63519119702182,Sample signal for QCOM on 2024-03-10
2024-03-24,QCOM,WATCH,STRONG,7.736463924724672,55,-0.01891622830352213,0.11691523555198062,92.03883179522416,Sample signal for QCOM on 2024-03-24
